"date","close","volume","open","high","low"

"2019/08/23","67.4900","15373740.0000","68.8200","69.5250","67.0300"
"2019/08/22","69.5700","8973175.0000","69.9100","69.9600","69.2500"
"2019/08/21","69.7200","10134530.0000","69.9600","69.9800","69.3700"
"2019/08/20","69.0300","9744252.0000","69.3000","69.3000","68.7100"
"2019/08/19","69.4500","10032820.0000","68.9700","69.6500","68.8600"
"2019/08/16","68.3000","12649040.0000","67.7800","68.4600","67.2691"
"2019/08/15","67.2500","12874370.0000","67.4600","67.5550","66.5250"
"2019/08/14","67.6500","18114360.0000","69.0700","69.0900","67.6500"
"2019/08/13","70.4900","12438510.0000","69.2700","70.6200","68.9200"
"2019/08/12","69.6300","9542598.0000","70.0600","70.1600","69.3300"
"2019/08/09","70.8400","13686610.0000","72.1300","72.2500","70.4700"
"2019/08/08","72.3800","14304050.0000","70.8500","72.4100","70.6200"
"2019/08/07","70.5000","15231050.0000","69.8600","70.8750","69.4000"
"2019/08/06","70.9600","12282360.0000","70.2900","71.0100","70.2800"
"2019/08/05","70.2800","19080930.0000","70.7800","70.9200","69.6100"
"2019/08/02","71.7500","21376740.0000","72.6100","73.2600","71.1800"
"2019/08/01","72.4600","17132820.0000","73.7400","74.2684","72.2650"
"2019/07/31","74.3600","13104590.0000","75.0400","75.6600","74.2600"
"2019/07/30","75.3500","6961197.0000","75.0600","75.5550","74.8900"
"2019/07/29","75.3400","7091889.0000","74.8800","75.3800","74.7000"
"2019/07/26","74.8100","7677427.0000","74.8700","75.0800","74.6000"
"2019/07/25","74.9300","9083914.0000","75.7800","75.7800","74.8000"
"2019/07/24","75.3600","8260245.0000","75.3900","76.0500","74.8500"
"2019/07/23","75.3700","8551205.0000","75.1500","75.7700","74.7500"
"2019/07/22","75.0700","8370141.0000","75.2400","75.3000","74.5000"
"2019/07/19","74.9900","11243310.0000","74.9000","75.2500","74.5350"
"2019/07/18","74.8400","11425660.0000","75.0300","75.2700","74.1800"
"2019/07/17","75.4800","7419314.0000","75.7400","75.9600","75.3500"
"2019/07/16","75.9300","10197360.0000","76.9200","77.0700","75.7900"
"2019/07/15","77.0800","7116356.0000","77.6300","77.7400","76.8900"
"2019/07/12","77.6300","6139299.0000","77.7500","77.8799","77.5000"
"2019/07/11","77.5700","6404194.0000","77.4100","77.6100","77.0500"
"2019/07/10","77.5100","8077369.0000","76.8000","77.6300","76.7400"
"2019/07/09","76.4300","7863026.0000","76.4500","76.7700","75.7300"
"2019/07/08","76.4800","7876097.0000","76.1400","76.7000","75.9150"
"2019/07/05","76.1300","6881115.0000","76.1900","76.3500","75.5900"
"2019/07/03","76.4400","5246096.0000","75.8200","76.5000","75.6250"
"2019/07/02","75.7200","10475420.0000","76.1400","76.2700","75.4100"
"2019/07/01","76.5600","11453770.0000","77.1300","77.9250","76.2900"
"2019/06/28","76.6300","14781300.0000","76.1900","76.7300","75.9407"
"2019/06/27","75.8200","8147803.0000","76.5900","76.7500","75.7600"
"2019/06/26","76.6000","11365480.0000","76.6800","77.1300","76.4700"
"2019/06/25","76.2700","9739970.0000","77.0800","77.2200","76.1900"
"2019/06/24","76.9500","10012240.0000","77.5300","77.7600","76.8100"
"2019/06/21","77.6900","23108130.0000","77.1400","77.7600","76.8700"
"2019/06/20","76.6100","16229720.0000","76.2400","76.9750","76.0800"
"2019/06/19","75.3200","9757390.0000","75.4000","75.8530","75.1735"
"2019/06/18","75.7400","10091480.0000","75.4200","76.2200","75.3500"
"2019/06/17","75.0900","9355715.0000","74.1600","75.1900","74.0400"
"2019/06/14","74.3500","8575907.0000","74.6800","74.8100","74.2300"
"2019/06/13","74.6800","8986427.0000","74.7000","75.1700","74.3800"
"2019/06/12","74.0300","7921018.0000","74.4800","74.6100","73.8100"
"2019/06/11","74.8400","9415134.0000","75.5100","75.8100","74.8200"
"2019/06/10","74.9100","7760402.0000","75.1900","75.3300","74.4500"
"2019/06/07","74.5800","9095481.0000","74.5100","74.9632","74.4300"
"2019/06/06","74.3100","11738900.0000","73.7100","74.6155","73.5900"
"2019/06/05","72.9800","10617830.0000","73.6400","73.6400","72.5850"
"2019/06/04","73.5900","10423020.0000","72.4500","73.6600","72.1700"
"2019/06/03","71.8800","11831260.0000","71.0900","72.0100","70.9659"
"2019/05/31","70.7700","13983310.0000","71.1900","71.5500","70.6300"
"2019/05/30","71.9700","9362146.0000","72.0200","72.1300","71.5300"
"2019/05/29","72.1600","13645180.0000","71.8900","72.4300","71.6200"
"2019/05/28","72.6100","14912930.0000","74.2400","74.2500","72.4850"
"2019/05/24","74.1000","7056566.0000","74.1400","74.2500","73.4400"
"2019/05/23","73.7900","14657220.0000","74.7700","74.8000","73.0400"
"2019/05/22","75.5600","7858317.0000","76.0200","76.2200","75.3850"
"2019/05/21","76.2500","8490107.0000","76.2700","76.4600","75.9300"
"2019/05/20","75.9000","7154620.0000","76.0500","76.3600","75.6700"
"2019/05/17","75.9100","9279383.0000","75.6500","76.3000","75.5900"
"2019/05/16","76.3600","8105630.0000","76.4000","76.9500","76.2200"
"2019/05/15","76.3700","8918004.0000","75.5700","76.5500","75.2100"
"2019/05/14","75.8100","10548420.0000","76.1300","76.8000","75.7600"
"2019/05/13","75.7100","12176300.0000","75.6500","76.2300","75.3600"
"2019/05/10","76.5600","11055960.0000","76.1800","76.7900","75.1700"
"2019/05/09","76.7700","13221650.0000","76.3500","76.8800","75.9600"
"2019/05/08","76.8400","11352860.0000","76.5400","77.2900","76.4200"
"2019/05/07","76.7200","13498820.0000","76.5000","76.7900","75.7671"
"2019/05/06","77.1300","13367120.0000","76.9200","77.6600","76.7100"
"2019/05/03","77.4700","12180740.0000","77.7900","78.2100","77.4400"
"2019/05/02","77.2900","15360390.0000","78.2800","78.5000","77.2400"
"2019/05/01","78.6700","13909750.0000","79.9400","80.2600","78.6200"
"2019/04/30","80.2800","13636820.0000","80.3700","80.5250","79.9300"
"2019/04/29","79.9700","9362222.0000","80.1200","80.3800","79.6600"
"2019/04/26","80.4900","18046100.0000","80.2700","80.6300","79.5600"
"2019/04/25","82.2200","11128640.0000","81.6500","82.8400","81.4000"
"2019/04/24","81.7600","11681190.0000","83.0100","83.0800","81.7300"
"2019/04/23","83.3800","10593010.0000","83.1900","83.4900","82.6800"
"2019/04/22","82.9000","10759630.0000","81.8700","83.2200","81.6400"
"2019/04/18","81.1300","9342704.0000","81.5600","81.8300","81.0700"
"2019/04/17","81.4300","7977167.0000","81.5500","81.7000","81.0800"
"2019/04/16","81.2000","7005677.0000","80.8100","81.3450","80.6900"
"2019/04/15","80.6500","8531585.0000","80.8900","81.0600","80.5200"
"2019/04/12","80.9200","16633030.0000","82.8100","82.8100","80.5750"
"2019/04/11","81.9500","9114722.0000","81.5400","82.0700","81.0200"
"2019/04/10","81.5600","10228250.0000","81.9200","82.0800","81.4100"
"2019/04/09","81.9300","8561143.0000","82.5200","82.5800","81.7400"
"2019/04/08","83.0000","9108003.0000","82.6700","83.2000","82.5900"
"2019/04/05","82.4900","10058760.0000","82.1500","82.5300","81.9516"
"2019/04/04","82.0500","9358680.0000","81.1200","82.0764","80.7700"
"2019/04/03","80.9000","8561749.0000","81.7700","81.7700","80.6050"
"2019/04/02","81.3800","7616057.0000","81.7500","81.9500","81.1100"
"2019/04/01","81.7300","10297190.0000","81.2300","81.7800","81.0800"
"2019/03/29","80.8000","10889160.0000","81.3300","81.4800","80.4800"
"2019/03/28","80.7400","7412338.0000","80.0300","80.7900","80.0200"
"2019/03/27","80.3400","7203307.0000","80.9700","81.3100","79.8200"
"2019/03/26","80.9600","9472668.0000","80.3300","81.2700","80.1800"
"2019/03/25","79.9200","11318730.0000","80.0000","80.4400","79.5900"
"2019/03/22","80.4800","12488160.0000","81.2300","81.4400","80.3000"
"2019/03/21","81.7900","10116180.0000","80.8100","81.8900","80.8000"
"2019/03/20","81.3200","13121370.0000","80.7500","81.9200","80.5600"
"2019/03/19","80.8700","13627130.0000","81.5800","82.0000","80.6400"
"2019/03/18","81.0800","9839632.0000","80.4400","81.2500","80.4400"
"2019/03/15","80.1500","25316320.0000","80.1800","80.5516","80.1000"
"2019/03/14","80.4400","9976667.0000","80.8000","80.9100","80.3500"
"2019/03/13","80.7100","10258310.0000","80.5900","80.7600","80.2000"
"2019/03/12","80.0000","11311840.0000","80.1100","80.5800","79.8900"
"2019/03/11","79.7800","11059250.0000","79.9800","80.2900","79.6500"
"2019/03/08","79.0100","16209530.0000","78.8900","79.3200","78.2500"
"2019/03/07","80.1600","16472420.0000","79.5500","80.2600","79.3200"
"2019/03/06","79.2800","18628700.0000","78.8500","79.3800","77.8600"
"2019/03/05","80.1900","12962210.0000","80.1200","80.4000","79.7507"
"2019/03/04","80.3100","18075560.0000","80.2400","80.5450","79.0116"
"2019/03/01","80.0000","15296060.0000","79.3800","80.0000","79.0300"
"2019/02/28","79.0300","14589660.0000","79.4500","79.7500","78.7100"
"2019/02/27","79.4700","12391600.0000","78.8800","79.7538","78.6600"
"2019/02/26","78.6600","10781830.0000","78.6800","79.1300","78.3900"
"2019/02/25","78.5000","9012557.0000","78.4300","78.8500","78.2000"
"2019/02/22","78.4200","9519271.0000","78.7100","78.9500","77.6200"
"2019/02/21","77.8200","10189160.0000","78.2100","78.6600","77.6100"
"2019/02/20","78.5300","12633050.0000","78.3000","78.8100","78.0000"
"2019/02/19","78.2300","13549470.0000","77.5600","78.4800","77.4500"
"2019/02/15","77.7100","14329800.0000","76.9400","77.7600","76.7500"
"2019/02/14","76.2700","12772360.0000","76.2600","76.6500","75.7100"
"2019/02/13","76.2500","13195340.0000","75.5800","76.5400","75.5100"
"2019/02/12","75.4000","12592280.0000","75.0800","75.4500","74.8200"
"2019/02/11","74.1000","10434810.0000","73.8200","74.2200","73.4000"
"2019/02/08","73.9800","11959290.0000","73.7600","74.0700","72.7300"
"2019/02/07","74.6800","14364720.0000","74.9500","75.1900","73.9000"
"2019/02/06","75.2600","10866080.0000","75.5800","75.7700","75.1300"
"2019/02/05","75.5900","12785020.0000","75.1800","75.6400","75.0101"
"2019/02/04","74.8200","15370690.0000","75.7600","75.7600","74.4000"
"2019/02/01","75.9200","22966590.0000","74.9200","76.4900","74.3200"
"2019/01/31","73.2800","19698300.0000","72.2900","73.4900","72.0200"
"2019/01/30","72.2900","11208600.0000","71.7700","72.5700","71.5050"
"2019/01/29","71.5100","10212270.0000","71.7000","72.1900","71.4800"
"2019/01/28","71.2400","13621710.0000","71.0200","71.2800","70.3700"
"2019/01/25","71.7200","8996152.0000","72.0700","72.2700","71.5350"
"2019/01/24","71.4000","10232900.0000","71.1000","71.9700","70.6394"
"2019/01/23","71.3000","12669050.0000","72.0100","72.2966","70.9300"
"2019/01/22","71.8900","14932910.0000","72.3900","72.7100","71.6800"
"2019/01/18","72.9900","15722350.0000","73.2700","73.2900","72.1250"
"2019/01/17","72.1300","9974633.0000","71.1900","72.3400","70.8994"
"2019/01/16","71.6400","12541230.0000","71.4200","72.3750","71.3100"
"2019/01/15","71.6700","10148550.0000","71.9500","72.3600","71.3200"
"2019/01/14","71.6300","10840230.0000","71.2100","71.7800","71.1200"
"2019/01/11","71.7200","9745006.0000","71.8500","71.8900","71.0700"
"2019/01/10","72.0500","12964190.0000","72.0700","72.0800","71.1200"
"2019/01/09","72.4200","13329690.0000","72.6000","72.6000","71.6450"
"2019/01/08","72.0400","11141610.0000","72.5400","72.5900","71.9400"
"2019/01/07","71.5200","10746950.0000","71.2500","72.1000","70.7400"
"2019/01/04","71.1500","15851340.0000","69.6400","71.2700","69.3600"
"2019/01/03","68.6200","13825210.0000","70.0000","70.2500","68.3550"
"2019/01/02","69.6900","16704860.0000","67.3500","69.8700","67.2550"
"2018/12/31","68.1900","15795000.0000","68.3200","69.1453","67.6600"
"2018/12/28","68.1700","19621520.0000","69.1800","69.5800","67.8200"
"2018/12/27","68.9400","21588760.0000","67.7400","68.9400","66.0800"
"2018/12/26","68.6400","24651740.0000","66.1800","68.6550","64.6500"
"2018/12/24","65.5100","14262830.0000","66.8700","67.5300","65.4400"
"2018/12/21","68.1200","47244260.0000","68.1400","70.3700","67.6700"
"2018/12/20","68.6300","28660520.0000","70.0900","70.6600","68.0500"
"2018/12/19","70.7800","21569390.0000","72.4500","73.2700","70.2953"
"2018/12/18","72.0000","18631010.0000","73.6300","73.8600","71.6200"
"2018/12/17","74.0400","14788790.0000","75.2600","75.6000","73.4800"
"2018/12/14","75.5800","12668760.0000","76.7200","76.8700","75.0900"
"2018/12/13","76.9800","11136870.0000","76.0300","77.2200","75.9500"
"2018/12/12","76.0200","14509530.0000","78.0400","78.2000","76.0150"
"2018/12/11","76.6800","12954750.0000","77.7000","77.8000","75.6800"
"2018/12/10","76.5400","17940040.0000","77.8600","77.8600","74.7970"
"2018/12/07","77.6400","16099580.0000","79.3900","80.3600","77.3350"
"2018/12/06","78.3900","21245440.0000","78.0000","78.4400","76.9200"
"2018/12/04","79.4300","17092550.0000","81.3800","81.9500","79.3500"
"2018/12/03","81.2200","19324230.0000","80.2400","81.4600","80.1400"
"2018/11/30","79.5000","14039060.0000","78.4500","79.6000","78.3200"
"2018/11/29","79.0600","9881446.0000","78.2200","79.5300","78.1950"
"2018/11/28","78.4500","11428510.0000","77.0400","78.4500","76.8400"
"2018/11/27","77.0500","10343850.0000","76.5700","77.4500","76.4000"
"2018/11/26","76.9800","13064670.0000","76.2400","77.3200","76.1200"
"2018/11/23","75.4900","10875430.0000","76.0500","76.2000","74.7000"
"2018/11/21","77.5600","9685306.0000","77.4300","78.3800","77.2600"
"2018/11/20","76.9700","15532900.0000","78.4200","78.9000","76.3700"
"2018/11/19","79.2200","9393970.0000","78.4600","79.3600","78.4300"
"2018/11/16","78.9600","13578150.0000","78.3700","79.1900","78.1000"
"2018/11/15","78.1900","18962360.0000","76.6700","78.1900","75.9100"
"2018/11/14","77.3900","18539750.0000","78.8600","79.0900","76.7500"
"2018/11/13","78.0000","15527230.0000","79.8000","79.8500","77.6400"
"2018/11/12","79.8300","11905910.0000","81.6600","81.7300","79.7300"
"2018/11/09","80.8700","15069970.0000","80.2600","81.4000","79.6950"
"2018/11/08","81.7100","16862350.0000","83.1300","83.7450","81.5350"
"2018/11/07","83.0300","12697080.0000","82.2100","83.1400","81.6599"
"2018/11/06","81.9900","9062988.0000","81.7400","82.1000","81.3500"
"2018/11/05","81.6400","15810460.0000","82.5000","82.8700","81.4400"
"2018/11/02","81.9500","18839910.0000","81.7600","82.4500","80.2300"
"2018/11/01","80.6700","14152450.0000","79.8300","80.7500","79.3000"
"2018/10/31","79.6800","16612620.0000","79.3400","80.3501","78.9000"
"2018/10/30","78.7800","17757510.0000","77.6200","79.0300","77.4200"
"2018/10/29","77.0500","15646190.0000","78.0700","78.4300","76.2200"
"2018/10/26","77.5300","18154980.0000","77.8700","78.4100","76.9600"
"2018/10/25","78.3100","12278120.0000","78.4900","79.0500","77.7400"
"2018/10/24","77.6200","16008000.0000","80.1300","80.2600","77.5500"
"2018/10/23","79.8400","15334880.0000","80.0600","80.4600","78.7150"
"2018/10/22","81.1500","8757475.0000","82.0000","82.1800","80.6400"
"2018/10/19","81.9700","11656120.0000","81.6600","82.4636","81.5100"
"2018/10/18","81.8500","16453060.0000","81.2000","82.4700","81.2000"
"2018/10/17","81.5000","10839140.0000","80.9400","81.5200","80.3400"
"2018/10/16","81.2000","9284658.0000","80.5100","81.2650","80.0100"
"2018/10/15","80.8200","10437340.0000","81.3800","81.7350","80.8200"
"2018/10/12","81.3800","14884770.0000","82.1300","82.2400","80.2700"
"2018/10/11","81.6000","20046170.0000","83.9400","84.1700","81.1700"
"2018/10/10","84.5200","16393330.0000","86.7300","86.8200","84.5000"
"2018/10/09","86.5100","10176580.0000","86.3800","86.8800","85.7400"
"2018/10/08","86.1300","12997180.0000","84.7900","86.3050","84.6500"
"2018/10/05","85.3400","9216380.0000","85.3100","85.7000","84.9324"
"2018/10/04","85.5800","9673638.0000","85.5000","86.0753","85.2500"
"2018/10/03","86.1500","9414971.0000","86.5100","86.8900","85.9750"
"2018/10/02","86.4600","7930951.0000","85.8000","86.6650","85.6220"
"2018/10/01","85.8100","8521724.0000","85.3500","86.0300","85.2550"
"2018/09/28","85.0200","9712044.0000","85.2500","85.9299","84.9900"
"2018/09/27","85.7700","7658406.0000","86.0850","86.3750","85.5900"
"2018/09/26","85.7800","9906464.0000","86.0200","86.5000","85.6900"
"2018/09/25","86.5000","11652630.0000","87.0310","87.3600","86.3700"
"2018/09/24","86.6000","13294210.0000","85.7900","87.0850","85.7200"
"2018/09/21","85.1700","26596940.0000","85.0100","85.4300","84.5200"
"2018/09/20","84.8200","11100160.0000","84.8600","85.3400","84.5400"
"2018/09/19","84.6300","10064480.0000","83.6400","84.7700","83.6400"
"2018/09/18","83.6300","8836241.0000","83.9000","84.1300","83.4500"
"2018/09/17","83.4100","7934194.0000","83.0000","83.6100","82.9900"
"2018/09/14","82.9200","8666234.0000","82.4200","83.1500","82.2700"
"2018/09/13","82.3200","10914350.0000","83.1500","83.2500","82.0100"
"2018/09/12","83.1300","11535540.0000","83.2500","83.7800","82.8700"
"2018/09/11","82.8600","11780470.0000","81.9600","83.1900","81.6300"
"2018/09/10","81.7100","10433310.0000","82.2360","82.7400","81.6550"
"2018/09/07","81.8300","16312830.0000","80.1500","81.9300","79.8200"
"2018/09/06","80.4600","13318610.0000","81.1100","81.6400","80.3400"
"2018/09/05","81.3600","13836850.0000","79.9000","81.4300","79.6000"
"2018/09/04","80.2900","8849342.0000","80.4100","80.6900","79.8100"
"2018/08/31","80.1700","10697460.0000","80.2400","80.4600","79.7700"
"2018/08/30","80.5100","7404709.0000","80.4500","80.7800","80.1200"
"2018/08/29","80.8600","8001797.0000","80.4400","81.0400","80.0950"
"2018/08/28","80.2800","8794788.0000","80.5800","80.8200","80.2000"
"2018/08/27","80.4000","6520449.0000","79.9100","80.4700","79.8592"
"2018/08/24","79.6200","6486583.0000","79.5200","80.0500","79.4200"
"2018/08/23","79.0800","7075035.0000","79.5600","79.6300","78.8950"
"2018/08/22","79.9600","10091250.0000","79.1100","80.0500","79.0200"
"2018/08/21","78.8300","9152703.0000","79.0500","79.5800","78.6700"
"2018/08/20","78.8100","7965675.0000","78.2600","79.0000","78.1700"
"2018/08/17","78.2600","10178110.0000","78.3400","78.4900","77.8000"
"2018/08/16","78.0000","11517980.0000","77.2800","78.1000","77.2000"
"2018/08/15","76.9400","16251010.0000","77.7800","77.9000","76.5100"
"2018/08/14","78.3100","8001384.0000","78.9900","79.0700","78.0800"
"2018/08/13","78.5600","10308380.0000","79.4500","79.7500","78.4300"
"2018/08/10","79.4200","12947070.0000","79.5100","79.5240","78.8550"
"2018/08/09","80.3200","9821036.0000","80.7300","80.9050","80.1100"
"2018/08/08","80.7300","7272779.0000","81.0200","81.2300","80.3500"
"2018/08/07","81.2700","10698050.0000","80.9100","81.5900","80.3100"
"2018/08/06","80.1800","10040340.0000","80.2500","80.4300","79.7400"
"2018/08/03","80.2000","7810712.0000","79.9700","80.3000","79.6300"
"2018/08/02","79.9100","8362829.0000","79.8900","80.2550","79.4500"
"2018/08/01","80.3900","8934672.0000","80.8900","80.9300","80.2250"
"2018/07/31","81.5100","11714320.0000","81.6400","82.1500","81.4400"
"2018/07/30","81.7400","11282700.0000","82.1300","82.1300","80.7110"
"2018/07/27","81.9200","18220840.0000","80.9700","82.3800","80.8050"
"2018/07/26","84.2400","13110490.0000","83.8300","84.4000","83.3700"
"2018/07/25","83.5900","9523152.0000","83.0100","83.7400","82.5100"
"2018/07/24","83.0100","11101980.0000","81.5200","83.0200","81.4800"
"2018/07/23","81.4000","8415963.0000","81.9500","82.0000","81.1800"
"2018/07/20","81.4000","9196180.0000","81.7200","81.9332","81.2500"
"2018/07/19","82.0100","8658492.0000","82.2000","82.6200","81.7200"
"2018/07/18","82.2200","8611463.0000","81.8000","82.3200","81.4900"
"2018/07/17","82.3100","7368826.0000","82.2600","82.7500","82.0400"
"2018/07/16","82.4900","8304868.0000","82.5200","82.7900","82.0000"
"2018/07/13","83.3100","8719620.0000","82.6800","83.7500","82.5600"
"2018/07/12","82.6900","9614606.0000","83.0100","83.2400","82.3100"
"2018/07/11","82.5900","10142860.0000","83.0300","83.5300","82.0250"
"2018/07/10","83.6600","8781847.0000","83.7000","84.1200","83.5100"
"2018/07/09","82.9000","7149751.0000","82.8100","83.1250","82.5550"
"2018/07/06","82.3300","7536100.0000","81.9600","82.7000","81.6600"
"2018/07/05","82.3100","9031212.0000","82.5900","82.7700","82.0500"
"2018/07/03","82.2400","7197258.0000","82.5800","83.4500","82.0800"
"2018/07/02","81.7600","9909187.0000","81.8900","82.1300","81.3200"
"2018/06/29","82.7300","17302760.0000","82.4500","83.5400","82.2900"
"2018/06/28","81.9700","9387558.0000","81.7300","82.0700","81.0300"
"2018/06/27","81.7100","12588940.0000","81.0600","82.4800","81.0600"
"2018/06/26","80.6400","10366270.0000","80.1500","81.0146","79.9700"
"2018/06/25","79.7400","10535430.0000","80.7800","81.2400","79.3000"
"2018/06/22","81.3800","16698180.0000","81.1600","81.9401","80.9200"
"2018/06/21","79.6900","10913280.0000","80.0200","80.3800","79.3250"
"2018/06/20","80.4500","8915644.0000","80.8500","81.1300","80.2700"
"2018/06/19","80.7000","8748230.0000","79.8900","80.9601","79.7100"
"2018/06/18","80.8200","8935843.0000","80.4000","81.3800","80.3000"
"2018/06/15","80.6600","23785770.0000","81.7200","81.8200","80.5100"
"2018/06/14","81.8900","11165640.0000","81.9400","82.2999","81.5000"
"2018/06/13","81.5100","11590130.0000","82.4400","82.6000","81.4700"
"2018/06/12","82.4200","12232900.0000","83.1100","83.7500","82.3200"
"2018/06/11","83.1000","10811770.0000","83.7200","83.7900","82.9300"
"2018/06/08","83.6000","14347010.0000","83.1100","83.6600","82.5000"
"2018/06/07","82.8800","13396330.0000","82.7300","83.2900","82.5600"
"2018/06/06","82.0600","11558170.0000","81.4800","82.0900","80.8700"
"2018/06/05","80.6800","12052840.0000","80.5900","81.6500","80.4100"
"2018/06/04","80.9700","10827760.0000","82.0500","82.5300","80.8050"
"2018/06/01","81.8300","9900070.0000","81.8700","82.3500","81.5500"
"2018/05/31","81.2400","15762770.0000","80.8100","81.5500","80.6900"
"2018/05/30","81.5000","16601090.0000","79.2500","81.6600","79.2200"
"2018/05/29","78.4200","14636290.0000","78.1500","78.7300","77.5300"
"2018/05/25","78.7100","14559770.0000","79.2800","79.3300","78.0900"
"2018/05/24","80.2700","13180230.0000","81.3500","81.3600","79.9500"
"2018/05/23","82.1500","15139330.0000","80.9500","82.2300","80.5700"
"2018/05/22","81.6400","10752670.0000","82.4400","82.6500","81.3500"
"2018/05/21","82.2800","8548775.0000","81.7300","82.3500","81.5200"
"2018/05/18","81.3000","9756114.0000","81.5500","81.8000","81.2600"
"2018/05/17","81.8800","11223500.0000","82.2000","82.2800","81.4400"
"2018/05/16","82.0200","9569397.0000","81.7600","82.0450","81.1700"
"2018/05/15","81.7900","12594440.0000","81.8500","82.0300","81.4000"
"2018/05/14","81.8300","11847810.0000","81.7000","82.3232","81.6100"
"2018/05/11","81.2800","14746060.0000","81.1800","81.9700","80.9100"
"2018/05/10","81.7200","17696880.0000","80.6400","81.7900","80.5000"
"2018/05/09","79.9300","17136860.0000","78.9800","80.2400","78.9500"
"2018/05/08","78.0900","17428230.0000","77.8000","78.1600","76.3700"
"2018/05/07","77.7400","15082700.0000","77.7400","79.0800","77.4000"
"2018/05/04","76.9000","9881581.0000","76.1300","77.2200","75.9400"
"2018/05/03","76.5400","12230710.0000","76.3900","76.6050","75.4038"
"2018/05/02","76.8000","13180340.0000","76.4500","77.2300","76.3000"
"2018/05/01","76.9500","16228500.0000","77.2600","77.2600","75.9800"
"2018/04/30","77.7500","15020040.0000","77.9100","78.5600","77.7400"
"2018/04/27","77.7900","16342330.0000","76.9500","78.6500","76.4800"
"2018/04/26","80.8600","14442860.0000","79.6000","80.9000","79.5300"
"2018/04/25","79.5000","13864530.0000","78.2000","79.6200","77.4850"
"2018/04/24","78.3500","14101320.0000","79.8000","79.9300","77.9700"
"2018/04/23","79.5700","11727680.0000","78.9200","79.6000","78.7500"
"2018/04/20","79.0000","12058060.0000","79.3200","79.4000","78.3350"
"2018/04/19","79.4200","11191800.0000","79.3200","79.8200","78.8100"
"2018/04/18","79.2200","12059900.0000","79.0400","79.7600","78.9400"
"2018/04/17","78.3300","9501815.0000","78.5400","78.7600","78.0400"
"2018/04/16","78.5400","10725360.0000","78.1200","79.0850","77.7100"
"2018/04/13","77.8400","10688650.0000","77.8000","78.1900","77.6000"
"2018/04/12","77.2200","13252920.0000","77.8600","78.1350","77.0050"
"2018/04/11","77.4300","13722310.0000","77.1100","78.0400","76.7500"
"2018/04/10","77.0700","19077480.0000","76.0800","77.7700","76.0600"
"2018/04/09","74.8700","11024730.0000","75.2200","75.7900","74.8000"
"2018/04/06","74.8700","14269230.0000","75.6400","76.1200","74.2150"
"2018/04/05","76.0200","13893040.0000","75.0600","76.3200","75.0200"
"2018/04/04","74.8700","13098830.0000","74.0500","75.0600","73.4400"
"2018/04/03","75.0200","15990420.0000","73.4500","75.1400","73.1000"
"2018/04/02","73.2200","17813720.0000","74.2700","74.4000","72.1550"
"2018/03/29","74.6100","14880700.0000","73.3300","74.8900","73.2600"
"2018/03/28","72.8100","18136630.0000","73.7400","74.0100","72.7800"
"2018/03/27","73.7000","15044760.0000","74.0000","74.8949","73.2750"
"2018/03/26","74.0000","15018670.0000","73.6500","74.1500","72.7548"
"2018/03/23","72.8900","20146760.0000","73.8100","74.2100","72.6700"
"2018/03/22","73.5000","17137400.0000","74.4200","74.7000","73.3900"
"2018/03/21","75.0400","14916980.0000","74.2300","75.6400","73.9800"
"2018/03/20","73.9900","12988980.0000","74.2200","74.7000","73.9500"
"2018/03/19","74.1500","12183700.0000","75.0000","75.0100","73.8650"
"2018/03/16","75.1200","31327230.0000","74.3600","75.1200","74.3600"
"2018/03/15","74.4200","15610230.0000","74.3500","75.0000","74.1000"
"2018/03/14","73.6000","14798000.0000","74.6400","74.7900","73.5300"
"2018/03/13","74.5300","13489140.0000","75.3300","75.8200","74.2500"
"2018/03/12","75.2400","14090350.0000","74.8700","75.5800","74.6900"
"2018/03/09","74.5600","19702460.0000","74.8200","75.0600","74.2100"
"2018/03/08","74.1200","19966250.0000","74.5000","74.7700","73.6900"
"2018/03/07","74.2600","27245070.0000","75.0000","75.2400","73.5600"
"2018/03/06","76.1800","10683520.0000","76.6700","76.9800","75.8610"
"2018/03/05","76.2700","14838700.0000","75.2300","76.5600","75.1210"
"2018/03/02","75.5500","15427730.0000","74.8900","75.8700","74.4800"
"2018/03/01","75.2000","15684260.0000","75.5300","76.6808","74.8550"
"2018/02/28","75.7400","17039950.0000","78.1600","78.2500","75.7000"
"2018/02/27","77.5000","14625980.0000","79.0000","79.8700","77.5000"
"2018/02/26","78.8400","16910630.0000","77.7400","78.9300","77.5600"
"2018/02/23","77.5300","13365820.0000","76.0900","77.6200","75.9500"
